,name,area,volume,normalized_joints,normalized_contacts,normalized_holes,material
1278,PCB (35),0.04246207520586556,0.0005254536661176918,0,5,1,Metal_Non-Ferrous
1279,PCB (38),0.04246207520586549,0.0005254536661176905,0,5,1,Metal_Non-Ferrous
1280,PCB (31),0.04246207520586552,0.0005254536661176908,0,5,1,Metal_Non-Ferrous
1281,PCB (40),0.042462075205865514,0.0005254536661176904,0,5,1,Metal_Non-Ferrous
1282,PCB (5),0.04246207520586539,0.0005254536661176879,0,5,1,Metal_Non-Ferrous
1283,PCB (6),0.042462075205865195,0.0005254536661176852,0,5,1,Metal_Non-Ferrous
1284,PCB (43),0.042462075205865646,0.0005254536661176945,0,5,1,Metal_Non-Ferrous
1285,PCB (45),0.042462075205865625,0.0005254536661176944,0,5,1,Metal_Non-Ferrous
1286,PCB (39),0.04246207520586565,0.000525453666117695,0,5,1,Metal_Non-Ferrous
1287,PCB (4),0.042462075205865646,0.0005254536661176949,0,5,1,Metal_Non-Ferrous
1288,PCB (9),0.04246207520586562,0.0005254536661176934,0,5,1,Metal_Non-Ferrous
1289,PCB (8),0.042462075205865465,0.0005254536661176934,0,5,1,Metal_Non-Ferrous
1290,PCB (7),0.0424620752058654,0.0005254536661176885,0,5,1,Metal_Non-Ferrous
1291,PCB (14),0.04246207520586551,0.0005254536661176908,0,5,1,Metal_Non-Ferrous
1292,PCB (2),0.04246207520586551,0.0005254536661176904,0,5,1,Metal_Non-Ferrous
1293,PCB (41),0.042462075205865535,0.0005254536661176908,0,5,1,Metal_Non-Ferrous
1294,PCB (20),0.042462075205865535,0.0005254536661176907,0,5,1,Metal_Non-Ferrous
1295,PCB (12),0.04246207520586556,0.0005254536661176918,0,5,1,Metal_Non-Ferrous
1296,PCB (16),0.04246207520586571,0.0005254536661176952,0,5,1,Metal_Non-Ferrous
1297,PCB (24),0.042460137721150655,0.0005253782003828789,0,5,1,Metal_Non-Ferrous
1298,PCB (25),0.04246207520586542,0.0005254536661176892,0,5,1,Metal_Non-Ferrous
1299,PCB,9.992331097266511,0.3509665372559701,0,388,103,Plastic
1300,Top metal ,9.355615999999998,0.9331314839999997,0,1,0,Metal_Aluminum
1301,Spring,0.6838174242750312,0.004573126402032891,0,7,0,Metal_Ferrous_Steel
1302,crank arm,15.727920485989198,1.784558277462441,0,11,0,Metal_Ferrous_Steel
1303,pedal rod,2.3734104851753672,0.20047881409205187,0,4,0,Metal_Ferrous_Steel
1304,pedal,37.084458807096375,3.408116413680345,0,1,1,Plastic
1305,crank arm (1),15.727895513515492,1.7846084725085147,0,11,0,Metal_Ferrous_Steel
1306,pedal (1),37.08445880709636,3.4081164136803372,0,1,1,Plastic
1307,pedal rod (1),2.3734104851753672,0.2004788140920521,0,4,0,Metal_Ferrous_Steel
1308,Spring (1),0.6838174242750312,0.004573126402032891,0,1,0,Metal_Ferrous_Steel
1309,seat post,20.0421121572315,4.109196504891889,0,2,0,Metal_Ferrous
1310,Tube Ring Tightener,0.38447151480591557,0.010372742175464857,0,9,0,Metal_Ferrous_Steel
1311,seat wire,8.931092109315568,0.5647740127993844,0,1,0,Metal_Ferrous_Steel
1312,Seat,63.26985228421006,23.131979699868353,0,40,5,Other
1313,Strap5,76.26333139042353,3.5637466781722034,0,4,0,Other
1314,Strap4,65.65489294975647,3.066599373422523,0,2,0,Other
1315,Strap3,70.62200697770308,3.282485876404399,0,2,0,Other
1316,Strap2,59.804616764916354,2.7795595803686406,0,0,0,Other
1317,Strap1,63.48966515379554,2.9498665111716775,0,4,0,Other
1318,Inner Socket Liner,2109.021417905663,213.70490464842942,0,1,0,Plastic
1319,Inner socket (1),2502.595628979283,582.862178906359,0,5,0,Plastic
1320,2,619.2681474743238,160.67432911692828,0,110,1,Metal_Ferrous_Steel
1321,7,857.0314733953849,72.69346438713609,0,63,0,Metal_Ferrous_Steel
1322,shapka,34.69506770658238,12.299716397668119,0,0,0,Plastic
1323,rot,0.7263093412090779,0.01260899544938244,0,0,0,Plastic
1324,PipeClamp,18.969405367559812,0.724352590407274,0,4,3,Metal_Ferrous_Steel
1325,Stick,530.6228398705593,322.5616874656154,0,12,1,Wood
1326,Box,1085.2495512168312,1423.3537067370958,0,209,16,Wood
1327,Lid,293.4530842611364,42.980840340849724,0,25,9,Other
1328,Lid2,326.9795779483779,49.09255384546951,0,5,0,Other
1329,F1,1.0286161825679203,0.005225370207445124,0,0,1,Other
1330,F2,1.240419908830679,0.010502221894766406,0,0,1,Other
1331,F3,1.24041990883065,0.010502221894766017,0,0,1,Other
1332,F4,1.24041990883065,0.010502221894766017,0,0,1,Other
1333,F5,1.2282589293317385,0.0103992589349991,0,1,1,Other
1334,F6,1.2404199088307077,0.010502221894766739,0,0,1,Other
1335,F7,1.2404199088307077,0.010502221894766739,0,0,1,Other
1336,F8,1.240419908830317,0.010502221894757025,0,0,1,Other
1337,F9,1.240419908830715,0.01050222189476685,0,0,1,Other
1338,F10,1.2404199088307077,0.010502221894766739,0,0,1,Other
1339,F11,1.240419908830697,0.010502221894766406,0,0,1,Other
1340,F12,1.240419908830715,0.010502221894766961,0,0,1,Other
1341,F13,1.2404199088305994,0.010502221894765407,0,0,1,Other
1342,F14,1.2404199088305994,0.010502221894765407,0,0,1,Other
1343,F15,1.2404199088305994,0.010502221894765407,0,0,1,Other
1344,F16,1.2404199088305996,0.010502221894765407,0,0,1,Other
1345,F17,1.2404199088305994,0.010502221894765407,0,0,1,Other
1346,F18,1.2404199088293408,0.010502221894734098,0,0,1,Other
1347,F19,1.2404199088305994,0.010502221894765407,0,0,1,Other
1348,F20,1.2404199088283558,0.010502221894709562,0,0,1,Other
1349,Bridge Bolt,4.117237648641323,0.2801458843832634,0,2,0,Metal_Ferrous_Steel
1350,Tail String Screw,2.6978316701378904,0.18907539506782223,0,0,0,Metal_Non-Ferrous
1351,Screw Body to Stick,2.0521652903448673,0.1737499945825392,0,0,0,Metal_Non-Ferrous
1352,Screw Head,0.785396592601133,0.024131943692019698,0,2,45,Metal_Ferrous_Steel
1353,String over Neck,25.10735558928106,0.7963541418365729,0,2,0,Metal_Ferrous_Steel
1354,String at Head,0.7347258446913827,0.01608796246134644,0,2,0,Metal_Non-Ferrous
1355,AngleBracket,26.63791897508323,1.227953663532677,0,5,2,Metal_Ferrous_Steel
1356,Back,10485.454835500004,9173.636664786736,0,129,5,Wood
1357,Shelf Middle,5851.964102500004,4973.242968816746,0,9,0,Wood
1358,Shelf Bottom,5851.964102500003,4973.242968816752,0,12,0,Wood
1359,Kick Plate,1188.6159023333337,789.0712713166669,0,7,0,Wood
1360,Front,3199.589534982261,315.38703011682975,0,3,0,Metal_Ferrous
1361,Rear,3284.2468742460173,323.81302304926135,0,0,0,Metal_Ferrous
1362,skiva uppe,9913.378625909589,7586.4351251884855,0,3,0,Wood
1363,big link up,200.69340509451567,65.85060414697531,0,2,0,Metal_Ferrous_Steel
1364,tv uppe,7149.536744974753,14373.484881165543,0,1,0,Plastic
1365,reinfprcement frame,4018.999999470885,5418.000000952394,0,4,0,Wood
1366,tv model,7574.0,14651.999999999998,0,0,0,Metal_Ferrous_Steel
1367,XBONE,2885.0,7854.0,0,1,0,Plastic
1368,power brick,544.0,722.5,0,1,0,Plastic
1369,skiva nere,9913.378625909589,7586.435125188491,0,0,0,Wood
1370,tv nere,7149.536744974754,14373.484881165554,0,0,0,Plastic
1371,big link down,200.6934050945161,65.85060414697574,0,0,0,Metal_Ferrous_Steel
1372,small link down,70.83034631444302,22.562917886951077,0,0,0,Metal_Ferrous_Steel
1373,small link up (1),70.83034631444303,22.56291788695108,0,0,0,Metal_Ferrous_Steel
1374,small link down (1),70.830346314443,22.562917886951073,0,0,0,Metal_Ferrous_Steel
1375,big link up (1),200.69340509451564,65.85060414697536,0,0,0,Metal_Ferrous_Steel
1376,big link down (1),200.6934050945161,65.85060414697574,0,1,0,Metal_Ferrous_Steel
1377,small link up,70.83034631444303,22.562917886951077,0,2,0,Metal_Ferrous_Steel
1378,Screen,29.971849873879073,4.7108856476739005,1,46,0,Other
1379,Pipe_holder,581.8084515556434,226.86110724848024,0,3,0,Plastic
1380,Canopy,48640.6504845257,2449.2680691400456,0,0,0,Plastic
1381,Base_body,57989.54417986687,998267.5526574132,0,1,0,Metal_Ferrous_Steel
1382,Battery,104.11738400878315,69.74984376465369,1,30,0,Metal_Ferrous_Steel
1383,Battery (1),104.11738400878315,69.74984376465369,0,2,0,Metal_Ferrous_Steel
1384,Battery (2),104.11738400878315,69.74984376465369,0,1,0,Metal_Ferrous_Steel
1385,USB_port,2.860736289903013,0.1392703239153657,0,5,1,Plastic
1386,Electonics,327.5539194326156,75.72481414409137,2,6,0,Metal_Ferrous_Steel
1387,LED,394.7841760435743,197.39208802178715,0,8,1,Other
1388,3rd Set 1,12.094504940517002,0.5906037674556511,0,5,1,Metal_Ferrous
1389,3rd Set 2,12.094504940517002,0.5906037674556511,0,5,1,Metal_Ferrous
1390,3rd Set 3,12.094504940517002,0.5906037674556568,0,6,1,Metal_Ferrous
1391,3rd Set 4,12.094504940517002,0.5906037674556568,0,6,1,Metal_Ferrous
1392,Spring Top 4,5.532791734878542,0.06908723080762758,0,0,0,Metal_Ferrous
1393,Spring Top 4 (1),5.532791734878542,0.06908723080762758,0,0,0,Metal_Ferrous
1394,Spring Top 4 (1) (1),5.532791734878542,0.06908723080762758,0,0,0,Metal_Ferrous
1395,Spring Top 4 (1) (1) (1),5.532791734878542,0.06908723080762758,0,0,0,Metal_Ferrous
1396,6 Blade Adapter,117.19387140587547,14.121633685830568,0,7,4,Metal_Ferrous
1397,Lock Hinge 2,0.5577391174633276,0.006336396032750093,0,3,1,Metal_Ferrous
1398,Lock Hinge 1,0.5577391174633276,0.006336396032750164,0,3,1,Metal_Ferrous
1399,Lock 1 (2),2.1919297216733526,0.07249539810992067,0,2,0,Metal_Ferrous
1400,Lock 2,2.1919297216733487,0.07249802942547076,0,3,0,Metal_Ferrous
1401,Adaptive Adapter,108.56924626957677,11.745827120349682,0,123,0,Metal_Ferrous
1402,Blade 15,5.285408760157911,0.10526887129806897,0,8,0,Metal_Ferrous
1403,Blade 1,5.285408760157911,0.10526887129806868,0,8,0,Metal_Ferrous
1404,Blade 2,5.285408760157911,0.10526887129806868,0,8,0,Metal_Ferrous
1405,Blade 3,5.285408760157911,0.10526887129806868,0,8,0,Metal_Ferrous
1406,Blade 5,5.285408760157911,0.10526887129806868,0,8,0,Metal_Ferrous
1407,Blade 4,5.285408760157911,0.10526887129806868,0,8,0,Metal_Ferrous
1408,Blade 6,5.285408760157911,0.10526887129806926,0,8,0,Metal_Ferrous
1409,Blade 7,5.285408760157911,0.10526887129806926,0,8,0,Metal_Ferrous
1410,Blade 8,5.285408760157911,0.10526887129806868,0,8,0,Metal_Ferrous
1411,Blade 9,5.285408760157911,0.10526887129806926,0,8,0,Metal_Ferrous
1412,Blade 10,5.285408760157911,0.10526887129806926,0,8,0,Metal_Ferrous
1413,Blade 11,5.285408760157911,0.10526887129806926,0,8,0,Metal_Ferrous
1414,Blade 12,5.285408760157911,0.10526887129806926,0,8,0,Metal_Ferrous
1415,Blade 13,5.285408760157911,0.10526887129806897,0,8,0,Metal_Ferrous
1416,Blade 14,5.285408760157911,0.10526887129806897,0,8,0,Metal_Ferrous
1417,Lock Hinge 1 (1),0.5577391174633276,0.006336396032750095,0,1,1,Metal_Ferrous
1418,Lock 2 (1),2.1919297216733504,0.07249802942547001,0,4,0,Metal_Ferrous
1419,Lock Hinge 1 (2),0.5577391174633276,0.006336396032750164,0,1,1,Metal_Ferrous
1420,Lock 1 (1),2.191929721673348,0.07249539810991978,0,4,0,Metal_Ferrous
1421,GLASS,7.185946763782111,0.03500206818686458,0,1,0,Metal_Ferrous_Steel
1422,Travesanho largo 1,1980.3871999999992,2449.5434879999984,0,3,0,Metal_Ferrous_Steel
1423,Travesanho largo 2,1980.3871999999994,2449.5434879999984,0,3,0,Metal_Ferrous_Steel
1424,Travesanho largo 3,1980.3871999999992,2449.5434879999984,0,2,0,Metal_Ferrous_Steel
1425,Travesanho largo 4,1980.3871999999994,2449.5434879999984,0,2,0,Metal_Ferrous_Steel
1426,Pata 1,1677.2127999999998,2064.512,0,27,0,Other
1427,Pata 2,1677.2127999999996,2064.5119999999993,0,26,0,Other
1428,Pata 3,1677.2127999999998,2064.5119999999993,0,19,0,Other
1429,Pata 4,1677.2127999999993,2064.511999999999,0,19,0,Other
1430,Travesanho corto 1,1370.7871999999998,1675.3514879999996,0,3,0,Metal_Ferrous_Steel
1431,Travesanho corto 3,1370.7871999999998,1675.3514879999996,0,2,0,Metal_Ferrous_Steel
1432,Travesanho corto 4,1370.7872,1675.3514879999989,0,2,0,Metal_Ferrous_Steel
1433,Travesanho corto 2,1370.7872,1675.3514879999989,0,3,0,Metal_Ferrous_Steel
1434,UP-DOWN BUTTON,0.3419566356378877,0.004408410889786101,0,1,1,Metal_Ferrous_Steel
1435,megaOutline,176.66536166087414,106.18445552192779,0,0,5,Plastic
1436,Botton,251.99453950617692,32.31473146117792,0,88,3,Plastic
1437,BatteryHolder,55.54557099946563,6.209542963987105,0,14,0,Plastic
1438,Side,74.02360877815524,8.04305256740945,0,9,0,Plastic
1439,Side (1),62.70567416897207,6.6643802543547945,0,22,0,Plastic
1440,CenterSupport,28.72729686930111,3.1079945213712494,0,30,0,Plastic
1441,CenterSupport (1),28.727296869301103,3.1079945213709452,0,30,0,Plastic
1442,Side (1) (1),62.705674168972074,6.664380254354787,0,22,0,Plastic
1443,Side (1) (2),62.705674168972074,6.664380254354795,0,22,0,Plastic
1444,Side (1) (3),62.70567416897206,6.66438025435479,0,22,0,Plastic
1445,Side (1) (4),62.70567416897205,6.664380254354816,0,22,0,Plastic
1446,Side (1) (1) (1),62.70567416897206,6.664380254354789,0,22,0,Plastic
1447,Side (1) (1) (2),62.70567416897209,6.664380254354809,0,22,0,Plastic
1448,Side (1) (1) (3),62.705674168972045,6.664380254354798,0,22,0,Plastic
1449,あたま２,39969.68046079606,91890.52493569246,0,3,1,Other
1450,目 平らサンプル,1460.8405839192537,353.42917352884524,0,0,0,Other
1451,pants,14062.472176210647,44481.5595305219,0,2,0,Other
1452,Clothing,11684.156625988584,30636.41025294527,0,1,0,Other
1453,シューズ (1),2923.4143693570854,11085.422095942056,0,0,0,Other
1454,arm (1),4238.923003961382,1055.1057972703693,0,0,0,Other
1455,arm,4006.334287561545,1950.9225276191048,1,5,4,Other
1456,ソール (1),1865.5883169768097,1039.842227615437,0,0,0,Other
1457,シューズ首 (1),678.5840131753966,325.72032632419064,0,1,1,Other
1458,leg (1),2426.8803248981158,7775.441817634749,0,11,8,Other
1459,ソール,1865.5883169768167,1039.8422276154315,0,0,0,Other
1460,シューズ首,678.5840131753966,325.72032632419086,0,1,1,Other
1461,シューズ,2923.414369357062,11085.422095942045,0,0,0,Other
1462,耳,1738.2152396610136,3142.2679336584474,0,0,0,Other
1463,耳 (1),1738.2152396610159,3142.267933658538,0,0,0,Other
1464,しっぽ,1765.3158095761619,4924.22454380799,0,0,0,Other
1465,leg,4183.030618254809,2067.9533642254746,0,13,9,Other
1466,目 (1),1729.0305805786656,3241.3335332021297,0,0,0,Other
1467,歯 (1),40.50463907225041,13.282344380235266,0,1,0,Other
1468,まぶた (1),1031.6110918593895,1620.6667729504634,0,0,0,Other
1469,口,2957.800695220041,6601.989831864397,0,1,0,Other
1470,目,1729.0305805786677,3241.3335331761027,0,0,0,Other
1471,T-Spline Human Body,11731.518434685078,35875.84758868628,0,3,0,Other
1472,まぶた,1031.6110923001336,1620.6667728004045,0,0,0,Other
1473,ベルト,530.2904780678238,348.3344142701417,0,0,0,Other
1474,爪 (4),55.21378676444772,30.031907896665995,0,0,0,Other
1475,手 (2),457.5847844817576,674.6857077714428,0,4,0,Other
1476,爪 (3),55.21378676444795,30.031959739614646,0,0,0,Other
1477,歯 (3),40.504639072250285,13.282344380235203,0,1,0,Other
1478,爪 (2),55.21378676444782,30.031468670408028,0,0,0,Other
1479,手 (1),1254.5625241539626,2667.647008069139,0,3,0,Other
1480,爪 (1),55.213786764447775,30.031887401622473,0,0,0,Other
1481,爪,55.21378676444771,30.031888381996932,0,0,0,Other
1482,歯 (2),40.504639072250434,13.282344380235777,0,0,0,Other
1483,手,1254.562403472984,2667.5810962407154,0,3,0,Other
1484,歯,40.50463907225055,13.282344380235855,0,1,0,Other
1485,手 (3),457.5847852513415,674.685343482605,0,4,0,Other
1486,腕 (1),3738.057808026165,929.8527373923661,0,1,0,Other
1487,爪 (5),55.21378676444759,30.031925265885874,0,0,0,Other
1488,腕,3629.6355749388763,1504.636583830768,0,1,0,Other
1489,Bot,54.69871703045939,14.931365432492745,0,0,4,Metal_Aluminum
1490,Middle,34.215701612446345,0.8888582120634548,0,42,2,Other
1491,Top1,3.6437006686801903,0.21532292788132268,0,16,1,Metal_Aluminum
1492,Top2,55.88164068189945,15.410945733531099,0,17,4,Metal_Aluminum
1493,Joint1,3.6624687155549807,0.0355314129121006,0,0,1,Metal_Aluminum
1494,Joint2,0.17467255153959257,0.0011184069846776898,0,0,1,Metal_Aluminum
1495,Joint3,1.2302476831457634,0.011184069846779686,0,0,1,Metal_Aluminum
1496,Joint4,2.273256444137574,0.022053980428200337,0,0,1,Metal_Aluminum
1497,screw1,1.2336133275368764,0.08915610510717846,0,3,2,Metal_Ferrous_Steel
1498,screw1 (1),1.2336133275368817,0.08915610510717821,0,0,0,Metal_Ferrous_Steel
1499,screw1 (2),1.2336133275368817,0.08915610510717821,0,0,0,Metal_Ferrous_Steel
1500,screw1 (1) (1),1.2336133275368764,0.08915610510717846,0,0,0,Metal_Ferrous_Steel
1501,paper,1.54070796326795,0.033696349540849366,0,0,0,Other
1502,connector,4.669000000000003,0.1821500000000001,0,1,0,Plastic
1503,pin4,0.03049852813742402,0.00018383333333333524,0,0,0,Metal_Ferrous_Steel
1504,pin2,0.03049852813742402,0.00018383333333333524,0,0,0,Metal_Ferrous_Steel
1505,pin5,0.03049852813742395,0.00018383333333333403,0,0,0,Metal_Ferrous_Steel
1506,pin3,0.03049852813742402,0.00018383333333333524,0,0,0,Metal_Ferrous_Steel
1507,pin1,0.03049852813742399,0.00018383333333333446,0,0,0,Metal_Ferrous_Steel
1508,pin6,0.03049852813742402,0.00018383333333333524,0,0,0,Metal_Ferrous_Steel
1509,tplastic,3.2950000000000013,0.0742500000000001,0,0,0,Plastic
1510,default1,13.523549832330607,0.0,0,0,0,Metal_Aluminum
1511,texture1,14.832209587589219,0.0,0,0,0,Metal_Aluminum
1512,texture2,2.9216811678385084,0.0,0,0,0,Metal_Aluminum
1513,Middle (1),34.171566476396485,0.8892428132251193,0,0,1,Other
1514,Middle (1) (1),34.17156647639649,0.8892428132251197,0,0,1,Other
1515,Middle (1) (1) (1),34.1715664763965,0.889242813225127,0,0,1,Other
1516,Middle (1) (1) (1) (1),34.17156647639649,0.8892428132251197,0,0,1,Other
1517,Middle (1) (1) (1) (1) (1),34.17156647639649,0.8892428132251197,0,0,1,Other
1518,Middle (1) (1) (1) (1) (1) (1),34.171566476396485,0.8892428132251197,0,0,1,Other
1519,Middle (1) (1) (1) (1) (1) (1) (1),34.171566476396485,0.8892428132251197,0,0,1,Other
1520,Middle (1) (1) (1) (1) (1) (1) (1) (1),34.17156647639649,0.8892428132251197,0,0,1,Other
1521,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1),34.1715664763965,0.889242813225123,0,0,1,Other
1522,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.171566476396485,0.8892428132251194,0,0,1,Other
1523,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.1715664763965,0.8892428132251231,0,0,1,Other
1524,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.171566476396485,0.8892428132251193,0,0,1,Other
1525,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.17156647639649,0.8892428132251197,0,0,1,Other
1526,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.171566476396485,0.8892428132251197,0,0,1,Other
1527,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.171566476396485,0.8892428132251197,0,0,1,Other
1528,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.1715664763965,0.8892428132251233,0,0,1,Other
1529,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.1715664763965,0.8892428132251233,0,0,1,Other
1530,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.171566476396485,0.8892428132251193,0,0,1,Other
1531,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.17156647639649,0.8892428132251192,0,0,1,Other
1532,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.17156647639649,0.8892428132251197,0,0,1,Other
1533,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.1715664763965,0.889242813225123,0,0,1,Other
1534,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.17156647639649,0.8892428132251196,0,0,1,Other
1535,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.17156647639649,0.8892428132251196,0,0,1,Other
1536,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.1715664763965,0.8892428132251233,0,0,1,Other
1537,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.17156647639649,0.8892428132251197,0,0,1,Other
1538,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.17156647639648,0.8892428132251193,0,0,1,Other
1539,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.171566476396485,0.8892428132251193,0,0,1,Other
1540,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.1715664763965,0.889242813225123,0,0,1,Other
1541,Middle (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1) (1),34.216284027896435,0.8894333875738374,0,0,1,Other
1542,Axis,12.1926322476722,1.280225561391474,1,18,0,Metal_Aluminum
1543,Ventil,5.8466142402026735,0.9674688743197515,0,0,0,Metal_Ferrous_Steel
1544,scheibe vorne,1485.3453086442876,623.2774456521754,0,5,46,Metal_Non-Ferrous
1545,scheibe ,542.3959155596567,342.34870062943423,0,3,5,Metal_Non-Ferrous
1546,scheibe mitte,1093.6589876599871,411.44959314724707,0,3,6,Metal_Non-Ferrous
1547,scheibe 1,1585.100873146108,710.1484039006837,0,2,45,Metal_Non-Ferrous
1548,scheibe backe,683.8152412592727,448.81355347088595,0,8,0,Metal_Ferrous_Steel
1549,scheibe schlauch2,4.4003075799279605,0.5009510622780494,0,1,0,Metal_Ferrous_Steel
1550,scheibe schlauch,4.40030757992796,0.5009510622767194,0,1,0,Metal_Ferrous_Steel
1551,Ventil bremsanlage,5.0679732759875575,0.861914988199434,0,1,0,Metal_Ferrous_Steel
1552,Ventil bremsanlage (1),5.0679732759875575,0.861914988199434,0,1,0,Metal_Ferrous_Steel
1553,Full Scabbard,2220.066585162727,942.5814526295023,0,0,0,Plastic
1554,Lightbox,105548.17599999999,131096.51199999993,0,0,0,Plastic
1555,main,583.2916218140203,230.13218932749717,0,40,0,Other
1556,daw 1 top,361.6425736672601,31.852600646422804,0,8,0,Other
1557,drawer 2 mid,361.64257366726014,31.852600646422804,0,8,0,Other
1558,drawer 3 bot,361.6425736672601,31.852600646422793,0,8,0,Other
1559,Base Plate,324.0158250597154,178.1315316015416,0,67,24,Other
1560,Start,0.6527173035850851,0.038437339612884855,0,3,0,Metal_Ferrous_Steel
1561,Select,0.6527173035850851,0.038437339612884855,0,2,0,Metal_Ferrous_Steel
1562,Wheel3,22.870794518133696,7.963937376850128,0,2,0,Wood
1563,Wheel4 (1),22.870794518133696,7.963937376850127,0,2,0,Wood
1564,FrontAx,4.146902632304701,0.20420353896165386,0,0,0,Wood
1565,BackAx,4.146902632304701,0.2042035389616543,0,0,0,Wood
1566,Nose,105.67458781149908,30.42003751146146,0,16,0,Wood
1567,CO2,79.77617103680282,9.68106541753778,0,7,0,Wood
1568,WingSupLeft,17.900867279223995,2.6409071907218227,0,4,0,Wood
1569,BackLeft,13.31732978361719,3.4141490166531847,0,1,0,Wood
1570,FrontWingLeft,8.932166213764386,0.6361135476083689,0,2,1,Wood
1571,CentreLine,85.99999999999963,0.0,0,0,0,Metal_Ferrous_Steel
1572,SideLeft,31.1992214178893,9.424533338427452,0,4,0,Wood
1573,WingSupRight,17.900860703004717,2.640907317719817,0,4,0,Wood
1574,SideRight,31.199221417889202,9.424533542166174,0,4,0,Wood
1575,BackRight,13.317329783617202,3.4141490166531687,0,1,0,Wood
1576,RearWingLeft,7.891470461587626,0.702560851393557,0,2,1,Wood
1577,RearWingRight,7.891470461587634,0.7025608513935576,0,2,1,Wood
1578,CO2Cone,25.914822671925755,6.43534082240202,0,3,0,Wood
1579,FrontTether,4.041796941111138,0.16587879926509377,0,2,1,Wood
1580,FrontWingRight,8.932164496194286,0.6361134157815043,0,2,1,Wood
1581,Front Base,124.52203729230752,17.518904892688635,0,5,1,Metal_Non-Ferrous
1582,Cylinder Body,81.90977437940793,34.37428081583923,0,10,8,Metal_Non-Ferrous
1583,Back Base,124.52203729230752,17.518904892688823,0,5,1,Metal_Non-Ferrous
1584,Bolt 1,2.07236101418174,0.09672967774321263,0,7,1,Metal_Non-Ferrous
1585,Bolt 2,2.0723610141817406,0.09672967774321264,0,10,1,Metal_Non-Ferrous
1586,Bolt 3,2.07236101418174,0.09672967774321266,0,4,1,Metal_Non-Ferrous
1587,Bolt 4,2.07236101418174,0.09672967774321267,0,8,1,Metal_Non-Ferrous
1588,Bolt 5,2.072361014181732,0.09673203326589833,0,9,1,Metal_Non-Ferrous
1589,Bolt 6,2.0723610141817312,0.09673203326589841,0,2,1,Metal_Non-Ferrous
1590,Bolt 7,2.0723610141817317,0.09673203326589835,0,2,1,Metal_Non-Ferrous
1591,Bolt 8,2.072361014181732,0.09673203326589835,0,2,1,Metal_Non-Ferrous
1592,FrontPlate,15.200877942523832,0.7747660768949058,0,1,7,Metal_Non-Ferrous
1593,Tube1,38.85558451674132,3.63014965045544,0,15,1,Metal_Non-Ferrous
1594,Imbudo,38.73906062691623,1.063548065224357,0,8,0,Other
1595,Tube2,32.458934491400875,2.938488614746136,0,11,1,Metal_Non-Ferrous
1596,Tube3,32.458934491400875,2.938488614746136,0,5,1,Metal_Non-Ferrous
1597,TubeLock1,5.650219062083935,0.19401490100032948,0,9,2,Metal_Non-Ferrous
1598,TubeLock2,5.650195387721248,0.1940119506334228,0,8,2,Metal_Non-Ferrous
